company_id,company_domain,company,target_roles,full_name,role,email,source_type,source_url,provider_name,verification_status,confidence,reason_to_write,evidence_urls,score
00c6f417-c8c3-4743-acc1-d2fb4ad4a31d,klarasystems.com,Klara Systems,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Klara Systems posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49161851,34
3c0d1feb-0bce-4227-951d-be60f87d783e,klutch.ai,Klutch AI (,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Klutch AI ( posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49159064,34
cd0a7064-0cda-448e-987d-ac86648524cf,engineering.kyra.health,Kyra Health,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Kyra Health posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49156819,34
539690c7-3196-44a5-9f00-454c87f90fe0,middesk.comat,Middesk,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Middesk posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157827,34
c9cac715-4f3b-4a45-b935-84b6eacce68b,sentilink.com,SentiLink,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,SentiLink posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162509,34
1bcf1171-b46c-4b7c-aa67-05cbdd6c1085,senzing.com,Senzing,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Senzing posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49156737,34
0a97f5f3-d5ba-4111-b6ba-888499f9b312,snout.com,Snout,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Snout posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49156689,34
3c9e6b93-db5e-4cc0-bafe-04675ba7da74,storepass.co,Storepass,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Storepass posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163131,34
39358f97-7f35-4a58-9126-3f64ae24df97,tasklet.ai,Tasklet,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Tasklet posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49159942,34
58c93684-9b86-442e-8a88-c77519c18eb3,uctalent.io,Software Engineer,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Full Stack Software Engineer posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163520;https://news.ycombinator.com/item?id=49157647,28
1744bde2-4cc6-4c5c-aff6-f2a4aad7dbeb,aeolus.earth,Aeolus,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Aeolus posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49158131,23
5bdbe916-8273-4e7e-ae9f-f82065de5e92,akkio.com,Akkio,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Akkio posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49158703,23
41b512d1-6d63-49dc-8732-af5c048f1d07,amplify.com,Amplify Education,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Amplify Education posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162914,23
38d7b2da-06a3-45d4-a47f-af7db36218d7,app.deel.com,App,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,App posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49160095,23
a2a82d97-04b3-4a4a-a308-106cafa03c28,share.atria.org,Atria,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Atria posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49160086,23
99874b76-4db8-4294-8351-c3d5f3779e61,ausrehab.com,AusRehab,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,AusRehab posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49164303,23
a60bc4f3-d090-40d3-8342-190fe766ef5c,base16.fr,BASE16,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,BASE16 posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162696,23
d862ebae-28cf-4b3a-b99f-0352dfcbe2b7,betterstack.com,Better Stack,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Better Stack posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49159115,23
cbe2cfb6-928b-4ea7-9c87-6320418fecaf,bucket.bot,Bucket Robotics,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Bucket Robotics posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162501,23
22dc0f18-6de9-4351-8b83-5c3f06a03286,chainguard.dev,Chainguard,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Chainguard posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49164297,23
c0ef6b8d-c8d0-4e87-b44a-32ff87b2c9c4,youtu.be,Charge Robotics,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Charge Robotics posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163358,23
32b5e078-f12c-4bba-bdfc-4728e79ecc5f,cockpit.at,Cockpit,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Cockpit posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157970,23
a8b93064-27e6-45ce-8995-4fc59809c98f,codeweavers.com,CodeWeavers,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,CodeWeavers posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49159312,23
285eeb33-9e45-4d1c-97ac-b73ea51e7269,covar.com,CoVar,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,CoVar posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49160170,23
bc49324f-56fe-4da0-990c-62181bada0e1,deepsightinc.applicantpro.com,DeepSight Technology,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,DeepSight Technology posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157959,23
c2d93351-28dc-4a87-a5f7-f51917b129f2,detections.ai,Detections.ai,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Detections.ai posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163907,23
917b44da-3d41-4989-adfd-488b47bfe21f,diffusion.io,Diffusion,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Diffusion posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49160628,23
a71ca9f9-6c27-4518-8be9-6f77b7ea056f,domino.ai,Domino Data Lab,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Domino Data Lab posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162776,23
db7e5a9d-5d5a-4a1d-899c-512b989f9c6a,dualentry.com,DualEntry,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,DualEntry posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49159519,23
784a61ef-af8b-4cf7-89b5-319f334d5a60,eleostech.com,Eleos Technologies (,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Eleos Technologies ( posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163576,23
0b432b98-67f5-4d00-90b4-9844806c57e2,exe.dev,exe.dev,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,exe.dev posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163107,23
be454832-1cb0-4ba5-846d-e63666662533,lnkd.in,Flow Traders,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Flow Traders posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163308,23
6ec763cc-1e87-4433-85ee-0fa0e62f66ab,foxglove.dev,Foxglove,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Foxglove posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163678,23
702a1c31-4452-4254-9b19-561f674ed519,friendlycaptcha.com,Friendly Captcha,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Friendly Captcha posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49159002,23
9797c69a-6860-49c0-abcc-4d6412042e6b,furtherai.com,FurtherAI,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,FurtherAI posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162833,23
ed3b0033-8ef7-4d6f-84a4-b6617a1e333a,getepic.com,GetEpic.com,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,GetEpic.com posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49161868,23
f7a81e8d-180f-49f3-857c-52fb586547fb,tryharmony.ai,Harmony AI,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Harmony AI posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163301,23
ae9e22cf-e4fe-4140-95cd-2dd0ae567bcd,hatchet.run,Hatchet,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Hatchet posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162047,23
a119c746-3f22-44c0-9b76-0c9d2d3a5b77,hatchet-jobs.com,Hatchet Jobs,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Hatchet Jobs posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49310192,23
c2ecef3c-6008-4aa1-99dc-2f1f4fb0851f,normcore.io,Hey! I also submitted the form,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Hey! I also submitted the form posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162779,23
f117b2c0-3941-4968-92fb-e3fdaba73152,ethanthopkins.github.io,I sent you a message on workatastartup! Would love to chat more. My resume is,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,I sent you a message on workatastartup! Would love to chat more. My resume is posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49172035,23
61fa7b60-e83e-4ea3-9018-4ead448be532,kinelo.com,Kinelo,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Kinelo posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162608,23
7ad61ddf-c1a6-4aea-b702-fad3c3dc5ac8,legionintel.com,Legion Intelligence,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Legion Intelligence posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49158982,23
e07ebeaa-642f-4747-9e38-24d0da955e7b,marpledata.com,Marple,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Marple posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157080,23
f2973c5f-11f1-4802-922a-cc6c9845f4b7,welcome.we,MixRank,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,MixRank posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49159028,23
d2afe713-486b-4860-80ea-ba60601d6b35,youtube.com,Normal,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Normal posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49158050,23
2df84955-47ff-4a77-b574-55146d15794b,octozi.com,Octozi,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Octozi posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162990,23
40732e5a-a33f-4bcd-b5d7-4b7ea1b01dc9,openeducation.foundation,Open Education Applications / Neon,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Open Education Applications / Neon posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49156711,23
06d717c1-3956-40da-a1a3-3a1094adeecf,arxiv.org,Palace Cybersecurity,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Palace Cybersecurity posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157095,23
bdb8db85-3757-499c-a2a2-ef085ffe8b3e,performance.fyi,Performance,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Performance posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49164538,23
71c757a1-3897-461c-beda-85ff3099d1fe,pganalyze.com,pganalyze,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,pganalyze posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163658,23
f7629e25-0a28-4d9d-8703-e4db848720e9,phase.law,Phaselaw,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Phaselaw posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163946,23
523024dc-68a2-4a52-a7c5-e981f3fc8dc5,planting.space,PlantingSpace,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,PlantingSpace posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157674,23
643993d6-bf9e-41fc-9d13-d4cc2c750b65,harnly.net,Please email me so I know which role / what name to have a,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Please email me so I know which role / what name to have a posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49164039,23
ecf26053-9fe3-4919-b0c2-352e77504dec,posthog.com,PostHog,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,PostHog posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49156716,23
3c7f8144-46d5-4586-9ada-900265848436,process.you,Process,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Process posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162395,23
b0a9fe9a-f958-4716-9dc3-e1b0a0b2e276,radicalnumerics.ai,Radical Numerics,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Radical Numerics posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49159996,23
364d8cd1-cd10-47d7-9578-aa6b64116471,railway.com,Railway,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Railway posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49160915,23
0c37af15-2966-4e0c-b4cc-96023e0eb19d,retool.com,Retool,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Retool posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49164146,23
01031602-2257-4070-80ca-c3210b94ef60,histowiz.comabout,Role: Engineering Manager,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Role: Engineering Manager posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157505,23
372bed08-5888-4277-a519-63d73dd40058,rootly.com,Rootly,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Rootly posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49160751,23
a4eea2e3-1418-45d4-8c13-0146247ee0c3,seeq.com,Seeq,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Seeq posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157265,23
4c1ad194-9b82-41c5-ab12-8628e4b86243,shepherdinsurance.com,Shepherd,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Shepherd posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49156730,23
f0b99380-42f3-4fea-af6b-5d5fea0ac66a,smarterdx.com,SmarterDx,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,SmarterDx posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49156724,23
04b8a793-a7a2-4f59-9d5a-b78bb610093b,careers.snowflake.com,Snowflake,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Snowflake posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163337,23
fd423249-a2a4-4fbd-bbe2-4a870ab3d7ff,srcc.stanford.edu,Stanford Research Computing,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Stanford Research Computing posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163927,23
04f90999-f9cb-425c-a71c-e3707948dc6a,starbridge.ai,Starbridge,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Starbridge posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157646,23
01f3a665-6c68-446e-a7b1-19322ce9de50,stellarscience.com,Stellar Science,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Stellar Science posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49163160,23
c8a9c7f4-07f0-43e0-8f24-4fc950ed33ca,stripe.com,Stripe,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Stripe posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49158886,23
ad2494b9-47f8-442f-8c30-198940cf8aad,techcrunch.com,Sumble is the newco from the founders of Kaggle. We are,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Sumble is the newco from the founders of Kaggle. We are posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49157182,23
1c8fe724-dc8b-4099-952f-825f7711fa5c,temporal.io,Temporal Technologies,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Temporal Technologies posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49156845,23
45a246b0-7b3e-41ac-81fc-347facfc5d7b,tonic.ai,Tonic AI . In this role you will,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Tonic AI . In this role you will posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49158072,23
c13a1bc4-69fb-494f-bf00-6b01707b99dd,upgraid.us,Upgraid,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Upgraid posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49162950,23
236b7e69-fa88-42c4-b55a-b8ba35207358,want.no,Want,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Want posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49165172,23
62763691-7bd7-4527-8800-8b419e6ab778,secure7.entertimeonline.com,Well,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Well posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49160256,23
133759c3-c737-401b-8b8e-89abe2a98109,which.your,Which,CTO; Founder; Head of Talent; VP Engineering,,,,verified_provider,,,provider_verified,0.95,Which posted in Ask HN: Who is hiring? (August 2026).,https://news.ycombinator.com/item?id=49171720,23
